Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt
0.0,0.0,0.0,0.0,-0.188382297754288,0.70863139629364,0.236926048994064,0.57675164937973,0.0,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.01,-0.3799155354499817,0.06038893759250641,0.032413300126791,0.1155247837305069,0.4408723711967468,0.15803734958171844,0.6456697583198547,0.1299138218164444,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.02,-0.3844544589519501,0.053752556443214417,0.11496419459581375,0.3185059130191803,0.8299756050109863,-0.3370567858219147,0.7500045299530029,0.22514848411083221,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.03,-0.2046986222267151,0.11980146169662476,0.09715325385332108,0.16515479981899261,0.81832355260849,-0.2608049213886261,0.5765496492385864,0.3876810073852539,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.04,-0.24210691452026367,0.018640607595443726,0.12744079530239105,-0.012275098823010921,0.7232562899589539,0.11959533393383026,0.5642120838165283,0.6111501455307007,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.05,-0.4319366216659546,0.06859049946069717,0.20170879364013672,0.06415162235498428,0.638595461845398,0.07158374041318893,0.5451777577400208,0.5684685111045837,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.06,-0.43727338314056396,0.047656334936618805,0.2031928151845932,0.10559778660535812,0.7812185287475586,-0.03731412813067436,0.5720121264457703,0.6355682015419006,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.07,-0.42272892594337463,0.060712795704603195,0.22114482522010803,0.046250104904174805,0.7824600338935852,-0.01015413086861372,0.49644970893859863,0.7128309607505798,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.08,-0.44673410058021545,0.04664831981062889,0.2392573356628418,0.008786982856690884,0.7556486129760742,0.09384514391422272,0.4832339882850647,0.8018195033073425,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.09,-0.5150790810585022,0.05255052447319031,0.27313050627708435,0.02660169079899788,0.7514195442199707,0.07801632583141327,0.4606837332248688,0.834372341632843,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.1,-0.5264056324958801,0.051587291061878204,0.28878724575042725,0.029560770839452744,0.7914952635765076,0.0630391538143158,0.44790133833885193,0.8816762566566467,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.11,-0.5419297814369202,0.042663246393203735,0.3081396818161011,0.005993603728711605,0.799025297164917,0.0891750305891037,0.4157625734806061,0.9334688782691956,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.12,-0.5680148005485535,0.04287461191415787,0.32356345653533936,-0.00163744087330997,0.7960537672042847,0.11331455409526825,0.40147510170936584,0.9578188061714172,-2.949879193958444,0.18748684883030722,-0.35202510813878074
0.13,-0.5932052731513977,0.04047262296080589,0.33606159687042236,0.00032833334989845753,0.808961033821106,0.11099746823310852,0.3943363130092621,0.974675178527832,-2.949879193958444,0.18748684883030722,-0.35202510813878074
