Time,x,y,z,rx,ry,rz,rw,Released,xt,yt,zt
0.0,-0.041726622730493546,-0.09887759387493134,0.09997411072254181,-0.2523126006126404,0.5749590396881104,0.5351598262786865,0.3327096700668335,0.25928351283073425,-2.5049639,-0.03949555,-0.30162135
0.01,-0.24222910404205322,-0.09852991998195648,0.1488543301820755,-0.18268215656280518,0.785058856010437,0.4149460196495056,0.3914002478122711,0.6757914423942566,-2.5049639,-0.03949555,-0.30162135
0.02,-0.28829121589660645,0.02067369595170021,0.23379448056221008,-0.011162900365889072,0.7435903549194336,0.20197559893131256,0.42180898785591125,0.6711665391921997,-2.5049639,-0.03949555,-0.30162135
0.03,-0.30564552545547485,-0.019698144868016243,0.27629008889198303,-0.05714823305606842,0.660408616065979,0.22595544159412384,0.45258888602256775,0.6115038394927979,-2.5049639,-0.03949555,-0.30162135
0.04,-0.2593792676925659,0.002959705423563719,0.19906996190547943,-0.08938972651958466,0.6865541934967041,0.2763728201389313,0.42590686678886414,0.5400081872940063,-2.5049639,-0.03949555,-0.30162135
0.05,-0.2528251111507416,-0.0394679456949234,0.2304667979478836,-0.08741819113492966,0.667391300201416,0.2817726731300354,0.42724210023880005,0.5936734080314636,-2.5049639,-0.03949555,-0.30162135
0.06,-0.27239787578582764,-0.006821074057370424,0.21288271248340607,-0.09056265652179718,0.7040767073631287,0.28465765714645386,0.422616571187973,0.5776610970497131,-2.5049639,-0.03949555,-0.30162135
0.07,-0.2758975327014923,-0.0260404571890831,0.23967309296131134,-0.07536426186561584,0.6792171597480774,0.2649393081665039,0.4143184721469879,0.6106148958206177,-2.5049639,-0.03949555,-0.30162135
0.08,-0.29483792185783386,-0.003353212494403124,0.2353181093931198,-0.08179176598787308,0.7000226974487305,0.2802446186542511,0.4169309437274933,0.605487048625946,-2.5049639,-0.03949555,-0.30162135
0.09,-0.2991868555545807,-0.017374522984027863,0.25095808506011963,-0.06937628984451294,0.6910125017166138,0.2610463798046112,0.40085911750793457,0.6249107122421265,-2.5049639,-0.03949555,-0.30162135
0.1,-0.3183837831020355,0.0007535736076533794,0.2551182508468628,-0.07229584455490112,0.7021257877349854,0.2710772454738617,0.4060664772987366,0.6345264911651611,-2.5049639,-0.03949555,-0.30162135
0.11,-0.32635608315467834,-0.007538035977631807,0.26766255497932434,-0.060436610132455826,0.7009133100509644,0.2562263309955597,0.3915279805660248,0.646068811416626,-2.5049639,-0.03949555,-0.30162135
0.12,-0.34467998147010803,0.005130897741764784,0.2754882276058197,-0.06166189908981323,0.7075839042663574,0.2591397762298584,0.3943239748477936,0.6589328050613403,-2.5049639,-0.03949555,-0.30162135
0.13,-0.35458678007125854,0.002404851373285055,0.2857830226421356,-0.05207201838493347,0.7083574533462524,0.24995116889476776,0.38308992981910706,0.6677461862564087,-2.5049639,-0.03949555,-0.30162135
0.14,-0.3706127405166626,0.009021494537591934,0.29494449496269226,-0.05088422819972038,0.7135778665542603,0.24926577508449554,0.3828866183757782,0.6795612573623657,-2.5049639,-0.03949555,-0.30162135
0.15,-0.38131651282310486,0.00979703664779663,0.30297061800956726,-0.04376187175512314,0.7153571844100952,0.2427181452512741,0.375,0.6864731311798096,-2.5049639,-0.03949555,-0.30162135
0.16,-0.39506658911705017,0.013691909611225128,0.3119448721408844,-0.041605956852436066,0.7188652157783508,0.24166814982891083,0.3727950155735016,0.6955405473709106,-2.5049639,-0.03949555,-0.30162135
0.17,-0.4071703851222992,0.015085803344845772,0.3205944895744324,-0.03735639154911041,0.722898542881012,0.2381550818681717,0.3663146197795868,0.700615406036377,-2.5049639,-0.03949555,-0.30162135
